id,name,owner,capacity,fuel,year
1356,,,12.7,Solar,2010
1357,,,10171.0,Solar,2011
1358,,,11.16288,Solar,2011
1359,,LHI Solar Georgsdorf GmbH & Co. KG,24.7,Solar,2011
1360,,,23.54858,Solar,2011
1361,,LHI Solar Prenzlau GmbH & Co. KG,15.7047,Solar,2011
1362,,STAWAG Energie GmbH,14.9,Solar,2011
1363,,,14.0624,Solar,2011
1364,,,13.89696,Solar,2011
1365,,,13.4,Solar,2011
1366,,,11.7,Solar,2011
1367,,,10.6005,Solar,2011
1368,,,10.28352,Solar,2011
1369,,,20.0,Solar,2011
1370,,,12.8,Solar,2011
1371,,Solarpark Bronkow Luckaitztal GmbH,11425.0,Solar,2012
1372,,,10.8,Solar,2012
1373,,,28.34412,Solar,2012
1374,,,10.7448,Solar,2012
1375,,,25.55914,Solar,2012
1376,,Solarpark Elmenhorst GmbH & Co. KG,24.4,Solar,2012
1377,,,20.9,Solar,2012
1378,,STAWAG Energie GmbH,19.92192,Solar,2012
1379,,,18.97884,Solar,2012
1380,,,18854.0,Solar,2012
1381,Flugplatz Mahlwinkel,Solarparc AG,18.78336,Solar,2012
1382,,,17.6,Solar,2012
1383,,,15.7,Solar,2012
1384,,,15.37704,Solar,2012
1385,,,14.903945,Solar,2012
1386,,,13.6,Solar,2012
1387,,,12.9,Solar,2012
1388,,,12.59688,Solar,2012
1389,,,12.1464,Solar,2012
1390,,,11.3,Solar,2012
1391,,,11.23296,Solar,2012
1392,,,11.06784,Solar,2012
1393,,,10.59552,Solar,2012
1394,,,10.5,Solar,2012
1395,,,10.42186,Solar,2012
1396,Barth,Solarparc AG,10.3,Solar,2012
1397,,,22.12467,Solar,2012
1398,,,16.0,Solar,2012
1399,,,14.9,Solar,2012
1400,,,14.5,Solar,2012
1401,,,14.4,Solar,2012
1402,EVC / GLOBALFOUNDRIES,Energieversorgungscenter Dresden-Wilschdorf GmbH & Co. KG,34.3,Gas,1998
1403,O10,Ineos Manufacturing Deutschland GmbH,15.5,Other,1964
1404,O10,Ineos Manufacturing Deutschland GmbH,19.2,Other,1964
1405,O10,Ineos Manufacturing Deutschland GmbH,15.5,Other,1963
1406,O10,Ineos Manufacturing Deutschland GmbH,10.4,Other,1966
1407,O10,Ineos Manufacturing Deutschland GmbH,33.6,Other,1967
1408,Energieanlage 3,SWISS KRONO GmbH,18.6,Biomass,2002
1409,Oxea GmbH,OXEA Produktion GmbH & Co.KG,38.0,Other,1929
1410,EZ1,"Südzucker AG, Werk Zeitz",23.3,Coal,1993
1411,EZ1,"Südzucker AG, Werk Zeitz",23.3,Gas,1993
1412,BoA 2,RWE Power AG,1060.0,Coal,2012
1413,BoA 3,RWE Power AG,1060.0,Coal,2012
1414,Heizkraftwerk zur Papierfabrik,Delkeskamp Verpackungswerke GmbH,18.1,Gas,1996
1415,Steinitz,Neptune Energy Deutschland GmbH,11.4,Gas,1999
1416,Boxberg,Lausitz Energie Kraftwerke AG,640.0,Coal,2012
1417,Heizkraftwerk Magirusstraße,Fernwärme Ulm GmbH,20.7,Coal,1992
1418,BioHKW I,Fernwärme Ulm GmbH,8.7,Biomass,2004
1419,BioHKW II,Fernwärme Ulm GmbH,4.5,Biomass,2012
1420,FS-Karton,FS-Karton GmbH,18879.0,Gas,1992
1421,STW,Schoeller Technocell GmbH & Co. KG,18.72,Gas,1997
1422,Heizkraftwerk Evonik Rheinfelden,Evonik Degussa GmbH,15.68,Gas,1979
1423,DK Kraftwerk,DK Recycling und Roheisen GmbH,21.0,Other,2010
1424,,Photovoltaikkraftwerk Groß Dölln 1 GmbH & Co. KG,15.778125,Solar,2012
1425,,Photovoltaikkraftwerk Groß Dölln 2 GmbH & Co. KG,17.83725,Solar,2012
1426,,Photovoltaikkraftwerk Groß Dölln 7 GmbH & Co. KG,13158.0,Solar,2012
1427,,Photovoltaikkraftwerk Groß Dölln 8 GmbH & Co. KG,13209.0,Solar,2012
1428,,,18.2,Solar,2012
1429,,Photovoltaikkraftwerk Groß Dölln 3 GmbH & Co. KG,16.01475,Solar,2012
1430,,Photovoltaikkraftwerk Groß Dölln 5 GmbH & Co. KG,18.11775,Solar,2012
1431,,,20.03232,Solar,2012
1432,,,31.6,Solar,2012
1433,Pütnitz,Solarparc AG,21.339055,Solar,2012
1434,,,11928.0,Solar,2012
1435,,,19.45104,Solar,2012
1436,,,18.87972,Solar,2012
1437,,,13.5432,Solar,2012
1438,,,10.3488,Solar,2012
1439,,,22.5258,Solar,2012
1440,,,15.2064,Solar,2012
1441,,Photovoltaikkraftwerk Groß Dölln 6 GmbH & Co. KG,16.0905,Solar,2012
1442,,Photovoltaikkraftwerk Groß Dölln 4 GmbH & Co. KG,18.2175,Solar,2012
1443,,,11.35372,Solar,2012
1444,,,24.3364,Solar,2012
1445,,,19.68887,Solar,2012
1446,,,22.05024,Solar,2012
1447,,,20.07132,Solar,2012
1448,,,19.88064,Solar,2012
1449,,LHI Green Infrastructure Solar Deutschland I GmbH & Co. KG,19.68864,Solar,2012
1450,Windpark Hof,"Trasse Münchberg GmbH & Co. KG, c/o BW Partner",18.4,Wind,2012
1451,KWK AOS GmbH,Aluminium Oxid Stade GmbH,30.72,Gas,2012
1452,Helmstadt,ENGIE Deutschland AG,12.5,Wind,2012
1453,Titz,innogy SE,20.5,Wind,2012
1454,Windpark Wirfus,MVV Energie AG,10.0,Wind,2006
1455,Windpark Holdenstedt-Bornstedt,MVV Energie AG,12.0,Wind,2006
1456,Windpark Rastenberg,MVV Energie AG,12.0,Wind,2007
1457,GT1 ,Prinovis GmbH & Co. KG,4.2,Gas,1993
1458,GT2 ,Prinovis GmbH & Co. KG,4.2,Gas,1993
1459,GT3 ,Prinovis GmbH & Co. KG,5.1,Gas,1994
1460,GT4 ,Prinovis GmbH & Co. KG,5.1,Gas,1995
1461,WP Külz II,Windpark GmbH & Co. Külz II KG,13.8,Wind,2012
1462,WP Trebbichau,Windpark GmbH & Co. Trebbichau KG,16.1,Wind,2012
1463,,Evonik Röhm GmbH,11.9,Waste,1990
1464,,Evonik Röhm GmbH,6.9,Waste,2012
1465,AHKW Neunkirchen,EEW Energy from Waste Saarbrücken GmbH,11.6,Waste,1977
1466,Turbosatz 1,Zweckverband Abfallwirtschaft Raum Würzburg,8.7,Waste,1984
1467,Turbosatz 2,Zweckverband Abfallwirtschaft Raum Würzburg,12.0,Waste,1998
1468,GUD-Anlage DREWSEN,DREWSEN SPEZIALPAPIERE GmbH & Co. KG,13.0,Gas,2000
1469,HKW Sachtleben,Venator Germany GmbH,27.5,Coal,1964
1470,Windpark Möthlitz,EBLD Windpark Möthlitz GmbH,10.0,Wind,2012
1471,Windpark Klettwitz,Klettwitz Green Energy GmbH & Co. KG,4.0,Wind,2000
1472,Windpark Kostebrau,Klettwitz Green Energy GmbH & Co. KG,9.9,Wind,2000
1473,Windpark Sitten,Momentum Gruppen A/S K/S Windpartner 26 / Itec International,10.5,Wind,1999
1474,Windpark Remlingen,Mainova AG,16.8,Wind,2013
1475,Windpark Hohenahr,Mainova AG,14.4,Wind,2013
1476,,,28.0,Gas,1976
1477,BKW Holleben Wind GmbH,BKW Deutschland GmbH,25.5,Wind,2005
1478,BKW Bippen Wind GmbH,BKW Deutschland GmbH,27.6,Wind,2005
1479,,CropEnergies Bioethanol GmbH Zeitz,17.5,Coal,2005
1480,Windpark Polch,pfalzwind GmbH,10.25,Wind,2012
1481,,Smurfit Kappa Herzberger Papierfabrik GmbH,19.5,Gas,1978
1482,Gas- u. Dampfturbinenanlage Südraum,ZF Friedrichshafen AG,38.61,Gas,2012
1483,EBS-Kraftwerk Witzenhausen,B+T Energie GmbH,28.0,Other,2009
1484,Gaskraftwerk,DS Smith Paper Deutschland GmbH,13.2,Gas,1990
1485,Kraftwerk 3,Alzkraftwerke Heider GmbH,18.95,Hydro,1920
1486,,Koehler SE,18.5,Coal,1986
1487,WP Buckow,PROKON Regenerative Energien eG,21.0,Wind,2002
1488,WP Glienicke,PROKON Regenerative Energien eG,15.0,Wind,2001
1489,WP Eilsleben I,PROKON Regenerative Energien eG,16.9,Wind,2000
1490,WP Eilsleben II,PROKON Regenerative Energien eG,20.0,Wind,2006
1491,WP Hakenstedt II,PROKON Regenerative Energien eG,20.0,Wind,2006
1492,WP Hakenstedt III,PROKON Regenerative Energien eG,10.0,Wind,2008
1493,WP Fleetmark,PROKON Regenerative Energien eG,16.5,Wind,2002
1494,WP Hohe Wuhne II,PROKON Regenerative Energien eG,14.0,Wind,2007
1495,WP Hohe Wuhne III,PROKON Regenerative Energien eG,12.5,Wind,2011
1496,WP Koßdorf,PROKON Regenerative Energien GmbH,16.5,Wind,2004
1497,WP Könnern II,PROKON Regenerative Energien eG,23.0,Wind,2003
1498,WP Podelzig,PROKON Regenerative Energien eG,18.2,Wind,2002
1499,WP Quarnstedt II,PROKON Regenerative Energien eG,10.0,Wind,2011
1500,WP Sembten,PROKON Regenerative Energien eG,12.0,Wind,2002
1501,WP Straach,PROKON Regenerative Energien eG,15.0,Wind,2007
1502,UW Burg,EEV Erneuerbare Energien Verwaltungs GmbH Dresden,16.0,Wind,2007
1503,UW Langensalza II,EEV Erneuerbare Energien Verwaltungs GmbH Dresden,60.5,Wind,2012
1504,UW Buttstädt Wind,EEV Erneuerbare Energien Verwaltungs GmbH Dresden,43.9,Wind,2012
1505,Grubenheizkraftwerk,ROMONTA GmbH,45.0,Coal,1979
1506,GTKW Darmstadt,Entega AG,94.6,Gas,2013
1507,,KG Deutsche Gasrußwerke GmbH & Co.,16.0,Other,1989
1508,Heizkraftwerk Stendal,"Stadtwerke - Altmärkische Gas-, Wasser- u. E-Werke Stendal GmbH",13.2,Gas,1994
1509,EBKW Knapsack,EBS - Kraftwerk GmbH,33.4,Waste,2009
1510,Windpark Meyenburg,SachsenFonds Windpark IX GmbH & Co. KG,14.4,Wind,2004
1511,Kraftwerk 3,Papierfabrik Adolf Jass GmbH & Co. KG,26.2,Gas,2012
1512,Kraftwerk 2,Papierfabrik Adolf Jass GmbH & Co. KG,7.5,Gas,1982
1513,Windpark Schkortleben,ENGIE Windpark Schkortleben GmbH & Co. KG,28.0,Wind,2006
1514,Windpark Karstädt/Blüthen,ENGIE WP Portfolio 1 GmbH,42.0,Wind,2001
1515,Windpark Lövenich,ENGIE WP Lövenich GmbH,10.0,Wind,2001
1516,Windpark Querstedt,ENGIE WP Portfolio 1 GmbH,14.0,Wind,2002
1517,Windpark Reinsfeld/Hinzert-Pölert,SachsenFonds Windpark VII GmbH & Co. KG,13.5,Wind,2002
1518,Werk Nordstemmen,"Nordzucker AG, Werk Nordstemmen",30.6,Gas,1953
1519,Werk Clauen,"Nordzucker AG, Werk Clauen",17.11,Gas,2003
1520,Werk Uelzen,Nordzucker AG,40.0,Coal,1965
1521,Bio HKW Herbrechtingen,Biomasse-Heizkraftwerk-Herbrechtingen GmbH,14.0,Biomass,2004
1522,Heizkraftwerk Krefeld,SWK ENERGIE GmbH,12.6,Gas,2011
1523,BHKW H.120,Daimler AG,21.1,Gas,2012
1524,BHKW,Daimler AG,13.04,Gas,2013
1525,HKW Wiesengrund,Opel Automobile GmbH,22.1,Gas,1993
1526,Werk Klein Wanzleben,Nordzucker AG,23.4,Gas,1994
1527,,Michelin Reifenwerke AG & Co. KGaA Standort Bad Kreuznach,10.7,Gas,2006
1528,Trianel Kohlekraftwerk Lünen,Trianel Kohlekraftwerk Lünen GmbH & Co. KG,735.0,Coal,2013
1529,BP Werk Lingen,BP Europa SE,66.0,Gas,1996
1530,Hamburger Rieger,Spreestromerzeugungs GmbH,18.7,Waste,2013
1531,Kessel 4,Papierfabrik Schoellershammer H. A. Schoeller Söhne GmbH & Co KG,9.3,Coal,1983
1532,Windpark Illschwang,FLEMMA W.1 Energie GmbH & Co. KG,12.0,Wind,2013
1533,Windpark Haiger,HSE Windpark Haiger GmbH & Co. KG,13.8,Wind,2013
1534,Windpark Eisleben,Trianel Windkraftwerk Eisleben GmbH & Co. KG,26.6,Wind,2013
1535,Windpark Niederhambach,Mainova AG,16.9,Wind,2013
1536,HKW 1 Werk Offstein,Südzucker AG Mannheim,30.0,Gas,1961
1537,Windpark Everswinkel,Windpark Everswinkel GmbH & Co KG,5.9,Wind,2010
1538,Windpark Everswinkel,Windpark Everswinkel GmbH & Co KG,9.8,Wind,2013
1539,Windpark Emmendorf,Windpark Emmendorf GmbH & Co. KG,16.0,Wind,2003
1540,Offshore Windpark Riffgat,Offshore-Windpark RIFFGAT GmbH & Co. KG/EWE ERNEUERBARE ENERGIEN GmbH,113.4,Wind,2014
1541,Biomasseheizkraftwerk Wiesbaden,ESWE BioEnergie GmbH,10.5,Waste,2014
1542,Solarkraftwerk Barderup,Technische Werke Ludwigshafen AG,22.8,Solar,2012
1543,BioEnergie Park Klarsee,Geno Bioenergie Leasingfonds Erste GmbH & Co. KG,17.8,Biomass,2006
1544,Gemeinschaftskraftwerk Weig,Moritz J. Weig GmbH & Co KG,11.4,Gas,1992
1545,Gemeinschaftskraftwerk Weig,Moritz J. Weig GmbH & Co KG,27.4,Gas,2013
1546,Gemeinschaftskraftwerk Weig,Moritz J. Weig GmbH & Co KG,10.3,Other,1992
1547,Gemeinschaftskraftwerk Weig,Moritz J. Weig GmbH & Co KG,8.4,Gas,1971
1548,Heizkraftwerk Bomlitz,Sales & Solutions GmbH,12.75,Gas,1969
1549,,Windpark Geisberg GmbH & Co. KG,12.0,Wind,2013
1550,Kraftwerk Raffinerie Heide,Raffinerie Heide GmbH,44.5,Other,1961
1551,Windpark Adorf,Windparkbetriebsgesellschaft Adorf/Diemelsee mbH c/o LENPower GmbH,23.0,Wind,2012
1552,,Stadtwerke Kempen GmbH,13.2,Gas,1990
1553,,Photovoltaikkraftwerk Alt Daber 1 GmbH & Co. KG,5.6,Solar,2011
1554,,Photovoltaikkraftwerk Alt Daber 2 GmbH & Co. KG,7.5,Solar,2011
1555,,Photovoltaikkraftwerk Alt Daber 3 GmbH & Co. KG,7.6,Solar,2011
1556,,Photovoltaikkraftwerk Alt Daber 4 GmbH & Co. KG,5.4,Solar,2011
1557,,Photovoltaikkraftwerk Alt Daber 5 GmbH & Co. KG,6.0,Solar,2011
1558,,Photovoltaikkraftwerk Alt Daber 6 GmbH & Co. KG,7.4,Solar,2011
1559,,Photovoltaikkraftwerk Alt Daber 6 GmbH & Co. KG,7.6,Solar,2011
1560,,Photovoltaikkraftwerk Alt Daber 8 GmbH & Co. KG,7.6,Solar,2011
1561,,Photovoltaikkraftwerk Alt Daber 9 GmbH & Co. KG,7.6,Solar,2011
1562,,Photovoltaikkraftwerk Alt Daber 10 GmbH & Co. KG,5.5,Solar,2011
1563,,Photovoltaikkraftwerk Bochow 1 GmbH & Co. KG,3.8,Solar,2012
1564,,Photovoltaikkraftwerk Bochow 2 GmbH & Co. KG,6.0,Solar,2012
1565,,Photovoltaikkraftwerk Bochow 3 GmbH & Co. KG,3.0,Solar,2012
1566,,Photovoltaikkraftwerk Bochow 4 GmbH & Co. KG,4.5,Solar,2012
1567,,Photovoltaikkraftwerk Bochow 5 GmbH & Co. KG,5.6,Solar,2012
1568,,Photovoltaikkraftwerk Bochow 6 GmbH & Co. KG,5.9,Solar,2012
1569,Industriekraftwerk Greifswald,Industriekraftwerk Greifswald GmbH,38.0,Gas,2013
1570,WP Fischbeck,enercity AG,11.5,Wind,2013
1571,WP Cottbus,WINDPARK COTTBUSSER SEE GmbH & Co KG,24.0,Wind,2005
1572,,Windpark Aller-Leine-Tal GmbH & Co. KG,16.0,Wind,2012
1573,,Windpark Schönwalde GmbH & Co. KG,22.0,Wind,2007
1574,,innogy SE,10.0,Wind,2012
1575,,innogy SE,12.0,Wind,2012
1576,,RWE Vertrieb AG,29.5,Wind,2012
1577,WP Kisselsheide,Windpark GmbH & Co. Kisselsheide KG,11.5,Wind,2013
1578,WP Kassiek-Lindstedt (I),Windpark Kassieck-Lindstedt GmbH & Co. KG,13.8,Wind,2011
1579,WP Kassiek-Lindstedt (II),Windpark Kassieck-Lindstedt II GmbH & Co. KG,13.8,Wind,2011
1580,WP Kassiek-Lindstedt (III),Windpark Kassieck-Lindstedt III GmbH & Co. KG,13.8,Wind,2012
1581,HKW Freiberg,Freiberger Erdgas GmbH,13.4,Gas,2013
1582,Windpark Neuruppin,EnBW Wind Onshore 2 GmbH,16.0,Wind,2013
1583,Windpark Riegenroth,STAWAG Energie GmbH,15.8,Wind,2013
1584,Windpark Oberwesel II,STAWAG Energie GmbH,10.2,Wind,2013
1585,Windpark Oberwesel III,STAWAG Energie GmbH,10.2,Wind,2013
1586,Windpark Beltheim II,STAWAG Energie GmbH,16.0,Wind,2013
1587,Windpark Büttel,Denker & Wulf AG,25.0,Wind,2007
1588,Windpark Dahme,Denker & Wulf AG,76.5,Wind,2003
1589,Windpark Pröttlin,Denker & Wulf AG,24.0,Wind,2009
1590,Windpark Quitzow,Denker & Wulf AG,24.0,Wind,2009
1591,Windpark Werder Zinndorf,Denker & Wulf AG,30.0,Wind,2009
1592,,Windpark Hangen-Weisheim GmbH & Co. KG,10.0,Wind,2013
1593,,Gunvor Raffinerie Ingolstadt GmbH,23.3,Other,1964
1594,Windpark Söhrewald,Windpark Söhrewald / Niestetal GmbH & Co. KG,15375.0,Wind,2013
1595,Windpark Badeleben,Trianel Onshore Windkraftwerk Wendorfer Berg GmbH & Co. KG,10.7,Wind,2013
1596,,Sachsenmilch Leppersdorf GmbH,36.0,Gas,2014
1597,,Volkswagen Sachsen GmbH ,12.9,Gas,2014
1598,Moorburg B,Vattenfall Heizkraftwerk Moorburg GmbH,800.0,Coal,2015
1599,Borkum Riffgrund 1,Borkum Riffgrund I Offshore Windpark A/S GmbH & Co. oHG,312.0,Wind,2015
1600,DanTysk Sanbank,DanTysk Offshore Wind GmbH & Co. KG,604.8,Wind,2014
1601,Meerwind Süd I Ost,WindMW GmbH,288.0,Wind,2014
1602,Global Tech I,Global Tech I Offshore Wind GmbH ,400.0,Wind,2014
1603,OWP Nordsee Ost,innogy SE,295.2,Wind,2015
1604,Butendiek,OWP Butendiek GmbH & Co. KG,288.0,Wind,2015
1605,Trianel Windpark Borkum,Trianel Windkraftwerk Borkum GmbH & Co. KG,200.0,Wind,2015
1606,Anzetel Wehlens,,12.0,Wind,2014
1607,,,12.0,Wind,2014
1608,"Bürgerwindpark ""Wrohm - Osterrade""",,21525.0,Wind,2014
1609,Bürgerwindpark Eider,,46.2,Wind,2014
1610,Bürgerwindpark Emmelsbüll-Horsbüll GmbH & Co. KG,,23.4,Wind,2014
1611,"Bürgerwindpark Hollich Sellen, Bereich Hollich",,24.0,Wind,2015
1612,Bürger-Windpark Holzacker-Knorburg,,12.0,Wind,2014
1613,Bürgerwindpark im Kirchspiel Medelby,,82.23,Wind,2014
1614,Bürgerwindpark Norderhof II GmbH & Co KG,,21.6,Wind,2014
1615,Bürgerwindpark Retzstadt,,15375.0,Wind,2014
1616,Bürgerwindpark Schafflund GmbH & Co.KG,,16.0,Wind,2014
1617,Bürgerwindpark Schleiden,,18.3,Wind,2014
1618,Bürgerwindpark Süderlügum,,36.0,Wind,2014
1619,Bürgerwindpark Wanderup GmbH & Co. KG,,25.36,Wind,2015
1620,Bürgerwindpark Wesselburener Deichhausen,,11.5,Wind,2014
1621,BWP BB Wind,,19.02,Wind,2014
1622,Eggstedt/Süderhastedt III,,28.99,Wind,2014
1623,Esche Nord,Bürgerwindpark Esche Verwaltungsgesellschaft mbH,13.8,Wind,2014
1624,Green City Energy Windpark Maßbach,,12.0,Wind,2014
1625,Holtriem III,,34.5,Wind,2014
1626,Lindtorf,,15375.0,Wind,2014
1627,Niederhausen an der Appel,,18.45,Wind,2014
1628,Offenbach an der Queich II,,15.18,Wind,2014
1629,Rietz 1,,15.18,Wind,2015
1630,Veer Dörper Fläche 51,,25.3,Wind,2014
1631,Weidehof,,18.4,Wind,2014
1632,Windenergiepark Heidenrod GmbH,,30.1,Wind,2014
1633,Windpark Bad Hersfeld Wehneberg,,15.2,Wind,2014
1634,Windpark Badow,,32.2,Wind,2015
1635,Windpark Bagband,,39.7,Wind,2014
1636,Windpark Beiersdorf-Freudenberg,,16.0,Wind,2014
1637,Windpark Bendorf-Oersdorf,Trianel Onshore Windkraftwerk Bendorf-Oersdorf GmbH & Co. KG,27.5,Wind,2014
1638,Windpark Berngerode,,30.36,Wind,2014
1639,Windpark Bernitt,,15.3,Wind,2014
1640,Windpark Bohmstedt GmbH & Co. KG,,20.7,Wind,2014
1641,Windpark Buchhainer Heide,,20.0,Wind,2014
1642,Windpark Büttler Balje,,11.5,Wind,2014
1643,Windpark Calau II D,CEE Windpark Calau GmbH & Co. KG,15.4,Wind,2013
1644,Windpark Dammfleth-Hochfeld,,11.5,Wind,2014
1645,Windpark der H & N Bürgerwind GmbH & Co. KG,,27.0,Wind,2014
1646,Windpark Englmannsberg,,12.2,Wind,2014
1647,Windpark Galgenberg,,12.2,Wind,2014
1648,Windpark Grebbin Süd,,11.5,Wind,2014
1649,Windpark Hamwiede,,16.8,Wind,2015
1650,Windpark Hilsberg,,15.3,Wind,2014
1651,Windpark Hochfranken,,16.45,Wind,2014
1652,Windpark Hohenseefeld II,,10.0,Wind,2014
1653,Windpark Jalm,Windpark Jalm Pool GmbH & Co. KG,19.8,Wind,2014
1654,Windpark Karlsburg,,20.2,Wind,2014
1655,Windpark Kasendorf-Weismain,,17.5,Wind,2014
1656,Windpark Kastorf,,21.53,Wind,2014
1657,Windpark Klein Leine,,62.7,Wind,2014
1658,Windpark Klettwitz,KGE Windpark Schipkau-Nord GmbH & Co. KG,89.1,Wind,2015
1659,Windpark Kletzin,,15.0,Wind,2014
1660,Windpark Kniphagen,,15.0,Wind,2014
1661,Windpark Kohldamm GmbH & Co. KG,,33.0,Wind,2014
1662,Windpark Kohlenbek,,12.3,Wind,2014
1663,Windpark Königshovener Höhe,innogy SE,66.6,Wind,2014
1664,Windpark Kräft,,12.5,Wind,2014
1665,Windpark Kündelmoor,,45.8,Wind,2014
1666,Windpark Langenzenn,,18.45,Wind,2014
1667,Windpark Pritzwalk,LHI SolarWind Pritzwalk GmbH & Co. KG,10.0,Wind,2014
1668,Windpark Rödeser Berg,,12.2,Wind,2014
1669,Windpark Storbeck,,23.0,Wind,2014
1670,Windpark Ullersdorf,STEAG New Energies GmbH,41.7,Wind,2014
1671,Windpark Uthlede Süd,,33.0,Wind,2014
1672,Windpark Völschow,,11.0,Wind,2014
1673,Windpark Walsleben Goldbeck,,18.3,Wind,2014
1674,Windpark Wanderup,,34.52,Wind,2014
1675,Windpark Wanderup West GmbH & Co. KG,,15.85,Wind,2015
1676,Windpark Wangelau,,14.4,Wind,2014
1677,Windpark Weilrod,,16.8,Wind,2014
1678,Windpark Zedtwitz,,12.2,Wind,2014
1679,Windwald Blaues Eck,CHORUS Wind Freiensteinau GmbH & Co. KG,21.4,Wind,2014
1680,WP Bredstedt-Land,,13.8,Wind,2014
1681,WP Dornum,,30.1,Wind,2014
1682,WP Eimsheim II,,15.3,Wind,2014
1683,WP Göllheim,,12.7,Wind,2014
1684,WP Hamer-Steenfeld / Projektnummer: 43787,,19194.0,Wind,2015
1685,WP Hohenmölsen,e.n.o. energy finance GmbH & Co. KG,26.4,Wind,2014
1686,WP Holtsee-Altenhof,,12.8,Wind,2014
1687,WP Hoppenrade,Windpark Hoppenrade GmbH & Co. KG,27.6,Wind,2014
1688,WP Kusey,LHI SolarWind Kusey GmbH & Co. KG,30.5,Wind,2014
1689,WP Lindenberg,,12.0,Wind,2014
1690,WP Mörsdorf Nord GmbH & Co. KG,,19.2,Wind,2014
1691,WP Sehestedt,Windpark Eckolstädt GmbH & Co. KG ,26.0,Wind,2014
1692,WP Sontra,CHORUS Wind Sontra GmbH & Co. KG,12.0,Wind,2014
1693,WP Wildberg NST/2010/3906678/RW,,13.8,Wind,2014
1694,WPB,,16.1,Wind,2014
1695,WPB II,,16.1,Wind,2014
1696,WP-Münnerstadt,,12.5,Wind,2014
1697,Zweite Klixbüll Energie GmbH & Co KG,,24.0,Wind,2014
1698,HKW-Mitte,Stadtwerke Lemgo GmbH,10.1,Gas,1980
1699,Amrumbank West,Amrum-Offshore West GmbH,302.4,Wind,2015
1700,Baltic 2,EnBW Baltic 2 S.C.S.,288.0,Wind,2015
1701,Bürgerwindpark Barlt Ost,,22.2,Wind,2015
1702,Chransdorf-West,PNE Wind AG,57.6,Wind,2015
1703,Coppenbrügge Hohnsen,,21.4,Wind,2015
1704,Kutzleben,EEV Erneuerbare Energien Verwaltungs GmbH Dresden,41.1,Wind,2014
1705,Windpark Barg-Schwensby GmbH & Co. KG,,10.25,Wind,2015
1706,Windpark Kolbenstein,,16.0,Wind,2015
1707,Windpark Looft II,,10.15,Wind,2015
1708,Windpark Mahlwinkel Süd,,46.0,Wind,2015
1709,Windpark Osterrade,,20.0,Wind,2015
1710,Bürgerwindpark Neuenkirchen,,34.9,Wind,2015
1711,,Kronos Titan GmbH,17.1,Gas,2014
1712,Walgauwerk,EnBW Energie Baden-Württemberg AG,86.0,Hydro,1984
1713,Moorburg A,Vattenfall Heizkraftwerk Moorburg GmbH,800.0,Coal,2015
1714,Kraftwerk Wilhelmshaven,ENGIE Deutschland AG,731.0,Coal,2015
1715,PSW Vianden,Société Electrique de l'Our S.A.,195.0,Hydro,2015
1716,Kraftwerk IV,Evonik Degussa GmbH,60.76,Gas,2016
1717,BHKW Braunschweig,Volkswagen AG,10.4,Gas,2014
1718,Energiezentrale 2016,Flughafen München GmbH,16.8,Gas,2014
1719,PV Wertachtal-Augsburg,,10.0,Solar,2015
1720,Windpark Lobendorfer Forsten Vetschau,,14.4,Wind,2015
1721,Windpark Rehain,,16.5,Wind,2015
1722,Windpark Wahlsdorf,,12.59,Wind,2016
1723,Windpark Feldheim V,,21.0,Wind,2015
1724,Windpark Duben II,,24.75,Wind,2015
1725,Windpark Luckow-Petershagen,,50.98,Wind,2015
1726,Groß Welle,,12.0,Wind,2010
1727,GR Grünberg,,20.7,Wind,2010
1728,Bürgerwindpark Löningen,Bürgerwindpark Löningen GmbH & Co. KG,14.0,Wind,2010
1729,Menslage 01 - Herberger Feld,,12.0,Wind,2015
1730,Repowering Windpark Egglingen,,12.2,Wind,2015
1731,Windpark Abens Blersum GmbH & Co. KG,,15.25,Wind,2015
1732,Windpark Abens Nord GmbH & Co. KG,,24.4,Wind,2015
1733,Windpark Appeln,,11.4,Wind,2015
1734,Windpark Coppenbrügge,,19.2,Wind,2015
1735,"Windpark Gehrde ""Groß Drehle""",,12.0,Wind,2015
1736,Windpark Horst,Dortmunder Energie- und Wasserversorgung GmbH,12.0,Wind,2016
1737,Windpark Klingenberg,,18.3,Wind,2015
1738,Windpark Lesse II,,10.0,Wind,2010
1739,Windpark Lorup,,11.5,Wind,2010
1740,Windpark Lunestedt-Heerstedt,,38.5,Wind,2015
1741,Windpark Merzen,,10.0,Wind,2016
1742,Windpark Moosmoor,,12.2,Wind,2015
1743,Windpark Neudersum,,12.2,Wind,2015
1744,Windpark Neusustrum,,24.0,Wind,2016
1745,Windpark Sandbostel,,11.75,Wind,2015
1746,Windpark Schwarme,,10.0,Wind,2010
1747,WP Barnstorf,,11.7,Wind,2016
1748,WP Berne,IFE Windpark Berne GmbH & Co. Betriebs-KG,11.5,Wind,2015
1749,WP Martfeld,,10.0,Wind,2010
1750,Windpark Lahn-Dill-Bergland-Mitte,,21.4,Wind,2015
1751,Energie- und Ressourcenpark Rabenau,Trianel Onshore Windkraftwerk Rabenau GmbH & Co. KG,15.18,Wind,2015
1752,Windpark Ludwigsau,,23.1,Wind,2016
1753,Windpark Buchonia,,19.02,Wind,2015
1754,Windpark Rohrberg,Windpark Rohrberg GmbH & Co. KG,15.0,Wind,2015
